timestamp,region,building_type,day_of_week,hour,month,temperature_c,humidity,wind_kph,square_feet,insulation_rating,occupancy,hvac_runtime_min,computer_hours,cooking_events,ev_charging,solar_kw,battery_soc,energy_kwh,high_peak,comfort_category
2025-03-19 20:00:00,South,Residential,Wednesday,20,3,25.22,78.27,2.13,1456,3.94,3,80.2,4.17,2,1,0.0,47.1,45.86,0,Good
2025-02-06 20:00:00,North,Residential,Thursday,20,2,23.01,78.98,10.29,2192,7.7,6,0.0,3.21,1,1,0.0,62.9,54.22,0,Good
2025-05-29 12:00:00,North,Residential,Thursday,12,5,10.19,29.97,9.44,800,9.21,5,68.2,4.75,0,1,1.24,89.6,25.01,0,Poor
2025-02-27 21:00:00,East,Residential,Thursday,21,2,16.62,51.47,10.2,1619,7.07,8,67.2,3.49,2,0,0.0,100.0,37.86,0,Good
2025-05-22 17:00:00,South,Residential,Thursday,17,5,11.42,68.92,10.22,1894,4.33,1,39.2,6.2,2,1,3.69,51.9,52.09,0,Fair
2025-02-04 08:00:00,North,Residential,Tuesday,8,2,-1.64,49.62,20.37,1589,7.65,1,85.3,3.93,1,0,0.75,43.8,47.57,0,Poor
2025-04-05 09:00:00,South,Residential,Saturday,9,4,17.33,45.91,11.12,2162,7.96,2,70.8,7.27,3,0,3.63,90.4,54.04,0,Good
2025-02-09 00:00:00,South,SmallBusiness,Sunday,0,2,13.45,44.93,18.79,4590,5.24,11,25.8,4.17,0,0,0.0,48.5,86.0,1,Fair
2025-04-27 16:00:00,South,Residential,Sunday,16,4,9.69,59.69,14.31,1127,8.42,3,75.5,4.32,4,0,0.59,70.3,45.8,0,Fair
2025-04-17 09:00:00,West,SmallBusiness,Thursday,9,4,18.42,94.23,6.52,6413,7.31,9,71.5,7.44,0,0,1.73,68.0,115.04,1,Fair
2025-06-10 05:00:00,West,SmallBusiness,Tuesday,5,6,2.54,,12.05,4965,2.91,4,41.8,5.56,1,1,0.0,57.5,96.82,1,Poor
2025-03-16 20:00:00,West,Residential,Sunday,20,3,18.33,38.37,21.27,2108,5.44,1,33.0,3.05,2,1,0.0,32.1,37.37,0,Good
2025-01-03 05:00:00,West,Residential,Friday,5,1,17.12,45.57,18.09,1904,5.89,2,80.0,3.92,2,0,0.0,16.4,43.72,0,Good
2025-01-31 06:00:00,East,SmallBusiness,Friday,6,1,22.43,50.98,19.22,3677,6.4,11,45.3,4.15,1,0,0.0,100.0,67.43,1,Excellent
2025-04-25 00:00:00,North,SmallBusiness,Friday,0,4,5.67,42.11,15.03,2764,6.49,9,80.9,1.54,1,0,0.0,100.0,68.3,1,Poor
2025-05-13 02:00:00,West,Residential,Tuesday,2,5,36.12,39.31,9.14,2463,7.92,2,90.5,3.81,1,0,0.0,16.2,57.16,0,Poor
2025-03-21 17:00:00,East,SmallBusiness,Friday,17,3,32.05,66.25,21.84,2503,7.98,10,37.5,5.98,1,0,3.6,85.7,51.53,0,Fair
2025-03-08 12:00:00,North,SmallBusiness,Saturday,12,3,11.81,47.46,15.36,6094,9.41,7,52.1,5.14,1,1,1.19,41.9,110.92,1,Fair
2025-03-21 18:00:00,West,Residential,Friday,18,3,29.68,60.58,17.59,2007,7.11,3,48.2,2.67,3,0,0.0,,40.04,0,Fair
2025-04-13 18:00:00,North,SmallBusiness,Sunday,18,4,25.36,,12.65,2886,9.16,13,43.9,9.41,3,0,0.0,48.0,59.68,0,Fair
2025-04-25 01:00:00,West,Residential,Friday,1,4,14.98,47.13,5.8,1918,8.18,3,42.7,6.16,1,0,0.0,55.9,41.95,0,Good
2025-02-05 09:00:00,East,Residential,Wednesday,9,2,12.65,59.12,14.37,789,8.71,4,20.3,4.18,1,0,2.64,77.0,27.18,0,Fair
2025-03-29 21:00:00,South,SmallBusiness,Saturday,21,3,13.75,39.65,22.16,2739,,4,64.5,3.37,2,0,0.0,67.4,64.83,1,Fair
2025-01-01 02:00:00,South,SmallBusiness,Wednesday,2,1,39.61,61.23,16.85,5356,5.89,8,66.0,8.04,2,0,0.0,74.7,109.28,1,Poor
2025-06-27 07:00:00,North,Residential,Friday,7,6,30.38,74.5,15.32,1765,6.35,2,58.2,7.06,1,0,0.0,39.8,42.92,0,Fair
2025-06-19 13:00:00,East,Residential,Thursday,13,6,17.88,73.73,6.84,1105,2.72,1,46.4,8.02,1,0,2.65,62.6,31.38,0,Good
2025-02-07 04:00:00,South,Residential,Friday,4,2,16.57,55.63,21.14,1909,8.49,2,35.5,3.03,2,0,0.0,84.4,42.51,0,Good
2025-03-26 14:00:00,West,Residential,Wednesday,14,3,24.78,47.22,20.08,899,8.34,3,20.5,5.6,1,0,3.02,73.0,17.44,0,Excellent
2025-05-12 16:00:00,South,Residential,Monday,16,5,25.43,58.55,1.31,1611,6.76,0,81.5,5.5,1,0,2.27,46.3,35.54,0,Good
2025-04-10 00:00:00,North,SmallBusiness,Thursday,0,4,10.84,55.77,17.57,7092,7.93,7,94.8,6.48,3,1,0.0,79.1,142.59,1,Fair
2025-03-22 13:00:00,North,SmallBusiness,Saturday,13,3,20.38,61.92,10.5,3073,8.42,13,38.7,6.28,1,0,2.88,75.4,60.52,0,Excellent
2025-02-27 12:00:00,East,Residential,Thursday,12,2,13.08,45.48,13.75,1776,6.53,8,76.9,2.56,2,0,3.27,78.2,34.75,0,Fair
2025-06-03 09:00:00,North,Residential,Tuesday,9,6,20.72,49.0,,3198,7.27,8,50.3,6.4,0,0,1.35,47.7,56.95,0,Excellent
2025-02-23 18:00:00,South,Residential,Sunday,18,2,17.12,51.73,12.72,727,6.47,2,62.5,3.49,2,0,0.0,57.4,23.76,0,Good
2025-03-10 08:00:00,South,Residential,Monday,8,3,26.14,65.0,5.4,1337,6.32,2,44.2,4.05,3,0,1.01,90.5,31.57,0,Good
2025-04-22 18:00:00,South,Residential,Tuesday,18,4,16.35,66.99,7.18,1645,5.28,3,66.2,2.23,4,0,,27.8,35.87,0,Good
2025-02-11 03:00:00,South,Residential,Tuesday,3,2,18.45,48.53,15.11,1482,3.97,4,64.7,1.82,3,0,0.0,34.9,45.45,0,Excellent
2025-02-20 18:00:00,East,Residential,Thursday,18,2,2.48,37.74,7.46,2072,4.19,2,102.0,0.0,1,0,0.0,71.6,54.7,0,Poor
2025-02-26 11:00:00,West,Residential,Wednesday,11,2,20.09,60.44,14.57,2124,6.37,4,1.4,0.84,1,0,2.76,61.0,28.19,0,Excellent
2025-06-27 17:00:00,West,Residential,Friday,17,6,13.27,65.98,12.66,1827,4.48,0,57.9,6.51,1,0,2.13,91.8,36.91,0,Fair
2025-06-22 07:00:00,East,Residential,Sunday,7,6,7.36,52.99,26.29,1882,4.8,4,110.3,6.69,2,1,0.0,76.3,55.27,0,Poor
2025-03-07 00:00:00,North,Residential,Friday,0,3,27.03,44.3,8.12,722,5.03,1,58.7,3.17,2,0,0.0,59.4,17.97,0,Good
2025-03-01 02:00:00,West,Residential,Saturday,2,3,17.67,47.83,9.98,2084,5.99,1,23.8,3.17,0,0,,38.3,38.39,0,Excellent
2025-02-09 18:00:00,North,Residential,Sunday,18,2,0.88,79.59,7.7,1916,8.54,2,54.6,1.62,2,0,0.0,47.4,46.34,0,Poor
2025-02-10 23:00:00,West,Residential,Monday,23,2,11.23,58.33,20.58,1384,2.66,3,63.9,0.86,1,0,0.0,63.8,37.08,0,Fair
2025-02-10 14:00:00,North,Residential,Monday,14,2,17.54,70.2,12.64,2771,6.59,0,4.1,3.28,1,0,2.19,100.0,48.62,0,Good
2025-06-22 05:00:00,East,SmallBusiness,Sunday,5,6,19.78,42.95,11.03,4476,4.84,16,48.0,9.06,0,0,0.0,64.9,81.56,1,Excellent
2025-06-15 12:00:00,South,Residential,Sunday,12,6,15.5,73.15,16.62,1935,6.42,4,50.3,8.82,4,1,1.11,19.6,52.4,0,Fair
2025-02-08 01:00:00,North,Residential,Saturday,1,2,-9.42,68.42,6.78,1775,5.38,5,98.6,0.65,3,0,0.0,33.2,55.22,0,Poor
2025-01-02 12:00:00,South,Residential,Thursday,12,1,12.58,53.46,3.95,810,6.17,5,84.2,6.05,0,0,2.65,33.5,23.03,0,Fair
2025-05-22 03:00:00,North,Residential,Thursday,3,5,27.57,64.13,13.71,1193,3.72,2,41.0,5.69,1,0,0.0,80.9,36.95,0,Good
2025-03-13 07:00:00,North,Residential,Thursday,7,3,29.22,74.41,12.97,1634,7.24,3,34.4,2.16,1,0,0.0,53.8,33.36,0,Fair
2025-05-06 20:00:00,North,SmallBusiness,Tuesday,20,5,14.14,38.38,7.58,5081,6.61,12,77.4,6.46,2,0,0.0,83.3,100.85,1,Fair
2025-02-03 03:00:00,North,SmallBusiness,Monday,3,2,32.57,,14.13,4629,6.78,12,66.3,4.41,1,0,0.0,24.6,97.02,1,Fair
2025-06-18 04:00:00,North,SmallBusiness,Wednesday,4,6,6.56,62.86,23.1,6726,8.24,8,65.1,8.31,3,1,0.0,33.6,130.84,1,Poor
2025-05-10 15:00:00,South,SmallBusiness,Saturday,15,5,12.52,55.3,14.69,3980,3.96,4,29.7,8.88,0,0,3.19,92.0,75.8,1,Fair
2025-02-25 04:00:00,North,Residential,Tuesday,4,2,24.63,61.17,0.11,1320,4.54,3,34.0,0.26,1,1,0.0,44.0,35.91,0,Excellent
2025-01-14 05:00:00,South,Residential,Tuesday,5,1,22.87,65.32,,1238,9.49,1,16.4,2.52,2,0,0.0,38.2,25.94,0,Excellent
2025-04-10 20:00:00,East,Residential,Thursday,20,4,18.42,62.48,23.94,1392,7.48,4,58.4,2.25,6,0,,50.9,34.44,0,Good
2025-04-01 02:00:00,West,Residential,Tuesday,2,4,9.55,51.21,15.17,1354,3.04,1,36.8,5.95,2,0,0.0,35.8,39.66,0,Fair
2025-04-25 09:00:00,North,Residential,Friday,9,4,9.53,52.24,13.03,1148,6.18,4,89.1,5.06,3,1,3.44,80.8,38.42,0,Fair
2025-03-08 07:00:00,West,SmallBusiness,Saturday,7,3,12.19,78.33,,2770,8.42,8,83.3,5.58,2,0,0.0,80.0,56.29,0,Poor
2025-05-10 15:00:00,South,Residential,Saturday,15,5,10.37,56.29,6.81,2151,10.0,0,60.7,6.59,1,0,3.72,95.4,43.48,0,Fair
2025-06-13 18:00:00,East,Residential,Friday,18,6,20.55,75.33,10.16,1150,9.3,2,54.3,0.0,2,0,0.0,40.5,25.43,0,Good
2025-03-25 04:00:00,East,SmallBusiness,Tuesday,4,3,17.26,76.37,7.59,5347,5.68,5,68.1,3.03,2,0,0.0,70.7,102.24,1,Fair
2025-02-24 16:00:00,East,SmallBusiness,Monday,16,2,8.21,43.29,8.94,5055,6.27,8,54.8,10.69,1,0,0.67,47.0,96.92,1,Poor
2025-02-23 13:00:00,West,Residential,Sunday,13,2,14.66,66.03,12.74,1728,3.23,4,63.8,3.72,1,0,2.12,43.2,37.55,0,Fair
2025-06-29 15:00:00,South,SmallBusiness,Sunday,15,6,-1.7,38.8,7.89,4421,6.69,12,110.0,6.16,0,0,2.97,77.8,88.66,1,Poor
2025-04-10 07:00:00,North,SmallBusiness,Thursday,7,4,21.21,79.26,21.12,4213,6.87,11,22.6,5.39,2,0,0.0,58.3,71.37,1,Good
2025-05-15 23:00:00,North,Residential,Thursday,23,5,24.73,57.83,12.45,605,8.13,1,57.9,7.06,1,0,0.0,65.1,13.95,0,Excellent
2025-03-31 03:00:00,South,Residential,Monday,3,3,10.71,57.1,15.03,1812,2.54,2,74.4,5.18,3,0,0.0,57.7,42.13,0,Fair
2025-03-13 00:00:00,West,Residential,Thursday,0,3,11.71,42.02,15.06,1567,4.84,2,81.5,0.03,1,0,0.0,32.7,36.9,0,Fair
2025-01-16 02:00:00,North,Residential,Thursday,2,1,19.06,45.9,14.3,1666,6.09,5,55.9,3.35,3,0,0.0,86.7,41.08,0,Excellent
2025-04-19 12:00:00,South,Residential,Saturday,12,4,19.35,58.39,12.28,1410,8.08,2,66.8,3.06,0,1,3.87,40.6,32.91,0,Excellent
2025-03-13 12:00:00,North,SmallBusiness,Thursday,12,3,24.18,56.36,18.0,4865,,8,42.1,10.02,1,0,2.9,82.7,94.55,1,Excellent
2025-06-28 14:00:00,East,SmallBusiness,Saturday,14,6,13.29,49.22,19.26,5867,10.0,13,47.1,5.35,2,0,2.51,22.7,106.44,1,Good
2025-06-05 18:00:00,North,SmallBusiness,Thursday,18,6,14.22,68.18,0.0,4323,4.56,7,50.5,6.91,2,0,0.0,30.4,76.31,1,Fair
2025-04-13 21:00:00,West,SmallBusiness,Sunday,21,4,16.73,54.96,3.38,4823,5.61,9,39.3,5.48,1,0,0.0,65.3,88.27,1,Good
2025-01-24 04:00:00,South,SmallBusiness,Friday,4,1,8.47,39.84,8.74,5699,4.54,7,61.2,6.09,0,0,0.0,63.5,115.44,1,Poor
2025-02-04 09:00:00,West,Residential,Tuesday,9,2,15.56,65.81,5.31,1508,6.13,1,69.4,5.11,2,0,3.13,86.6,28.97,0,Fair
2025-04-28 00:00:00,South,Residential,Monday,0,4,10.1,37.61,7.59,694,7.35,0,63.5,5.29,0,0,0.0,67.1,27.38,0,Fair
2025-04-24 07:00:00,East,SmallBusiness,Thursday,7,4,21.84,26.15,9.28,4872,6.83,7,38.9,4.66,2,0,0.0,72.4,84.22,1,Excellent
2025-05-27 04:00:00,South,Residential,Tuesday,4,5,11.52,56.44,10.46,1741,,4,22.0,0.74,0,0,0.0,36.2,37.55,0,Fair
2025-06-05 21:00:00,North,Residential,Thursday,21,6,21.52,39.54,3.05,1345,8.7,4,41.2,3.88,1,0,0.0,13.9,33.93,0,Excellent
2025-03-07 14:00:00,North,Residential,Friday,14,3,29.65,57.67,9.51,2929,8.99,4,56.2,2.72,0,0,1.76,61.3,55.31,0,Good
2025-06-16 14:00:00,East,SmallBusiness,Monday,14,6,22.93,67.25,20.54,4332,5.24,13,38.8,8.44,1,0,3.78,74.1,78.49,1,Excellent
2025-03-30 17:00:00,South,Residential,Sunday,17,3,19.41,69.77,10.49,2009,10.0,5,5.7,4.24,1,0,2.57,74.9,31.34,0,Good
2025-04-11 03:00:00,East,SmallBusiness,Friday,3,4,7.59,,15.55,4764,4.51,8,60.8,4.19,0,0,0.0,95.2,99.16,1,Poor
2025-05-19 17:00:00,North,Residential,Monday,17,5,30.11,35.11,11.6,1465,6.57,0,22.3,2.46,2,0,1.62,13.7,30.98,0,Fair
2025-01-25 12:00:00,West,Residential,Saturday,12,1,25.93,44.2,12.69,1913,6.57,4,28.0,6.04,1,0,2.21,57.4,38.47,0,Good
2025-03-25 20:00:00,East,Residential,Tuesday,20,3,16.75,55.08,11.31,600,4.48,2,45.0,2.66,2,0,0.0,70.4,18.49,0,Good
2025-03-06 11:00:00,West,SmallBusiness,Thursday,11,3,14.93,55.23,16.46,5227,6.86,10,54.2,5.67,0,0,3.33,92.8,87.54,1,Good
2025-01-13 06:00:00,West,Residential,Monday,6,1,10.49,40.87,7.07,885,6.28,3,57.5,2.88,3,0,0.0,32.1,35.4,0,Fair
2025-03-24 17:00:00,South,Residential,Monday,17,3,32.32,,13.03,600,7.26,2,54.2,2.85,2,0,0.53,54.0,28.33,0,Fair
2025-05-10 21:00:00,East,Residential,Saturday,21,5,25.27,67.16,8.54,2067,6.5,4,33.4,3.48,2,0,0.0,0.0,43.96,0,Good
2025-03-12 10:00:00,West,Residential,Wednesday,10,3,11.93,62.56,16.02,1326,7.94,4,35.2,5.32,1,0,4.02,100.0,31.64,0,Fair
2025-02-17 08:00:00,West,Residential,Monday,8,2,26.29,50.37,5.35,2482,7.59,3,28.7,3.15,1,0,2.8,67.6,49.23,0,Excellent
2025-03-28 00:00:00,South,Residential,Friday,0,3,28.71,70.44,15.9,1625,4.72,3,64.6,2.14,1,0,0.0,37.4,38.2,0,Fair
2025-02-11 23:00:00,South,Residential,Tuesday,23,2,17.33,35.1,13.25,1224,5.96,6,72.1,0.73,1,0,0.0,29.0,30.61,0,Good
2025-04-15 18:00:00,North,Residential,Tuesday,18,4,15.75,67.33,4.41,1660,5.03,1,48.7,3.33,4,0,0.0,30.5,35.59,0,Fair
2025-05-27 22:00:00,West,SmallBusiness,Tuesday,22,5,11.06,65.27,22.48,5744,9.5,8,71.6,4.21,2,0,0.0,53.0,108.74,1,Fair
2025-02-21 23:00:00,North,Residential,Friday,23,2,23.16,66.2,15.35,1550,8.22,2,27.7,1.83,0,0,0.0,74.6,27.5,0,Excellent
2025-06-12 14:00:00,West,Residential,Thursday,14,6,16.08,59.45,5.49,2449,7.09,3,37.9,4.42,1,0,2.72,51.9,45.37,0,Good
2025-03-01 19:00:00,North,SmallBusiness,Saturday,19,3,14.25,45.2,12.94,5298,7.46,11,41.5,6.77,2,0,0.0,100.0,99.42,1,Good
2025-01-24 19:00:00,South,Residential,Friday,19,1,16.91,63.88,2.16,1356,6.29,2,91.5,6.1,1,0,0.0,71.6,38.33,0,Good
2025-04-10 06:00:00,East,Residential,Thursday,6,4,11.96,48.77,1.71,1406,6.78,2,40.8,1.58,0,0,0.0,80.5,27.47,0,Fair
2025-02-21 21:00:00,South,Residential,Friday,21,2,29.73,58.08,19.18,1373,5.15,3,64.3,1.89,1,0,0.0,13.4,39.44,0,Fair
2025-03-28 20:00:00,North,Residential,Friday,20,3,25.74,44.08,4.8,977,5.31,1,16.0,0.0,2,0,0.0,21.4,32.32,0,Excellent
2025-01-12 13:00:00,North,Residential,Sunday,13,1,17.61,49.83,16.72,807,7.61,3,91.1,4.78,0,0,2.72,47.6,24.08,0,Excellent
2025-03-20 15:00:00,East,SmallBusiness,Thursday,15,3,11.19,52.85,19.0,5033,4.56,8,81.3,5.11,0,0,2.27,81.8,100.21,1,Fair
2025-02-22 17:00:00,West,Residential,Saturday,17,2,11.12,61.0,6.1,600,5.23,7,66.6,6.23,2,0,2.44,62.0,19.22,0,Fair
2025-02-13 08:00:00,North,Residential,Thursday,8,2,10.77,63.51,24.48,1016,6.09,3,96.7,3.6,1,0,2.87,30.0,33.92,0,Fair
2025-02-08 05:00:00,North,Residential,Saturday,5,2,7.65,80.44,12.56,1982,3.78,3,75.5,0.59,1,1,0.0,93.7,43.86,0,Poor
2025-02-06 21:00:00,North,SmallBusiness,Thursday,21,2,20.08,57.22,12.29,4797,8.3,5,56.0,5.92,1,0,0.0,47.5,89.51,1,Excellent
2025-04-25 16:00:00,East,Residential,Friday,16,4,13.36,40.78,6.01,2458,7.68,4,81.0,4.55,0,0,1.4,67.4,46.16,0,Fair
2025-01-01 21:00:00,South,SmallBusiness,Wednesday,21,1,11.4,67.0,6.12,4985,7.27,11,58.3,8.35,2,0,0.0,10.1,96.53,1,Fair
2025-05-13 23:00:00,North,SmallBusiness,Tuesday,23,5,12.49,60.06,0.0,6059,5.8,11,58.7,6.89,1,0,0.0,68.2,107.92,1,Fair
2025-04-09 01:00:00,East,SmallBusiness,Wednesday,1,4,26.53,52.14,7.34,4549,8.61,8,44.9,4.4,0,0,0.0,70.9,86.54,1,Excellent
2025-01-29 14:00:00,North,SmallBusiness,Wednesday,14,1,10.93,48.99,19.0,5668,7.24,10,42.0,11.03,1,0,1.79,12.1,111.37,1,Fair
2025-01-12 20:00:00,West,Residential,Sunday,20,1,27.15,45.73,5.89,1328,8.28,3,37.7,0.78,4,0,0.0,73.0,26.7,0,Good
2025-06-06 03:00:00,East,SmallBusiness,Friday,3,6,17.2,45.23,6.41,4804,8.38,8,37.5,9.44,1,0,0.0,66.1,88.24,1,Good
2025-02-01 18:00:00,North,Residential,Saturday,18,2,7.54,,4.28,798,5.64,2,89.4,3.13,3,0,0.0,87.7,28.55,0,Poor
2025-04-12 04:00:00,East,SmallBusiness,Saturday,4,4,22.25,69.48,3.83,4402,4.91,11,12.1,3.39,0,0,0.0,0.0,78.37,1,Excellent
2025-04-15 11:00:00,North,Residential,Tuesday,11,4,25.6,61.52,17.33,785,4.69,2,55.5,3.01,0,0,2.12,89.0,15.6,0,Good
2025-01-02 04:00:00,South,SmallBusiness,Thursday,4,1,10.14,56.4,4.71,6118,6.61,7,72.1,6.96,0,0,0.0,69.8,110.07,1,Fair
2025-02-07 18:00:00,North,Residential,Friday,18,2,18.01,45.69,11.21,2403,1.6,5,15.7,5.61,1,1,0.0,4.7,53.11,0,Excellent
2025-05-10 08:00:00,East,Residential,Saturday,8,5,21.55,71.34,9.87,1156,4.57,2,50.0,1.37,0,0,,76.8,27.01,0,Excellent
2025-06-16 15:00:00,West,SmallBusiness,Monday,15,6,20.27,33.69,17.74,2180,5.25,8,52.4,6.52,1,0,3.39,78.5,42.25,0,Excellent
2025-05-05 18:00:00,West,Residential,Monday,18,5,15.33,53.04,6.98,1643,5.38,7,41.3,0.95,5,0,0.0,45.8,46.17,0,Good
2025-04-15 10:00:00,West,Residential,Tuesday,10,4,25.55,69.73,9.41,1812,7.57,2,38.8,3.25,2,0,3.14,79.2,31.8,0,Good
2025-05-31 09:00:00,North,Residential,Saturday,9,5,16.99,25.11,5.45,1508,3.92,4,28.9,3.02,1,1,2.12,65.1,28.4,0,Fair
2025-05-29 01:00:00,South,SmallBusiness,Thursday,1,5,14.15,57.64,8.16,3571,3.45,13,88.8,4.66,1,0,0.0,76.6,70.74,1,Fair
2025-03-02 13:00:00,North,Residential,Sunday,13,3,3.88,,6.59,2098,3.49,1,77.8,4.97,1,0,1.86,47.0,50.59,0,Poor
2025-05-20 20:00:00,West,Residential,Tuesday,20,5,4.95,56.82,11.13,2024,7.45,3,77.6,1.31,1,0,0.0,36.9,61.3,0,Poor
2025-01-22 11:00:00,East,Residential,Wednesday,11,1,18.73,,21.61,2124,5.45,1,47.0,4.58,1,0,3.49,67.0,37.55,0,Excellent
2025-01-02 14:00:00,West,Residential,Thursday,14,1,16.38,63.91,10.78,2290,5.39,1,59.6,7.71,2,0,1.26,17.5,45.88,0,Good
2025-05-20 06:00:00,East,SmallBusiness,Tuesday,6,5,26.1,73.49,19.05,2824,9.64,10,49.6,3.5,1,0,0.0,57.8,59.14,0,Good
2025-02-06 22:00:00,South,SmallBusiness,Thursday,22,2,26.54,92.7,17.67,3010,7.29,13,44.6,7.56,1,0,0.0,48.7,70.34,1,Fair
2025-04-29 12:00:00,East,Residential,Tuesday,12,4,16.54,53.3,11.74,2225,5.19,2,42.0,2.06,1,0,1.46,52.5,44.74,0,Good
2025-04-02 20:00:00,North,Residential,Wednesday,20,4,26.09,66.07,17.77,1932,4.0,0,48.2,2.64,1,0,0.0,65.3,39.67,0,Good
2025-02-15 18:00:00,North,SmallBusiness,Saturday,18,2,13.01,60.13,13.38,5680,9.89,10,69.5,6.67,1,0,0.0,13.6,114.51,1,Fair
2025-03-17 23:00:00,North,Residential,Monday,23,3,16.8,61.24,3.43,1901,6.93,2,61.0,3.12,1,0,0.0,28.5,44.9,0,Good
2025-05-14 09:00:00,East,Residential,Wednesday,9,5,17.57,77.14,11.77,600,5.72,2,57.5,5.66,3,0,0.73,66.9,23.76,0,Fair
2025-05-12 11:00:00,North,Residential,Monday,11,5,31.63,44.74,13.24,1913,6.85,4,62.0,2.58,1,0,1.7,76.4,49.4,0,Fair
2025-05-09 21:00:00,North,Residential,Friday,21,5,8.77,49.63,22.58,1019,5.75,3,84.4,3.01,0,0,0.0,73.3,33.91,0,Fair
2025-05-28 02:00:00,North,Residential,Wednesday,2,5,19.47,52.37,6.41,1698,7.42,2,16.2,1.17,3,0,0.0,58.0,32.04,0,Excellent
2025-06-07 10:00:00,South,Residential,Saturday,10,6,13.93,40.23,14.75,1436,3.45,2,26.2,4.74,2,0,2.78,23.5,30.7,0,Fair
2025-05-01 16:00:00,East,Residential,Thursday,16,5,16.61,54.98,4.62,1716,5.78,2,11.9,6.55,2,1,1.75,30.8,35.13,0,Good
2025-05-24 21:00:00,East,Residential,Saturday,21,5,16.27,64.87,21.26,756,4.6,3,55.5,5.49,3,0,0.0,72.7,26.56,0,Good
2025-05-27 07:00:00,West,SmallBusiness,Tuesday,7,5,19.58,67.43,19.34,3354,6.36,16,81.0,7.53,2,0,0.0,77.8,67.23,1,Good
2025-02-11 04:00:00,East,Residential,Tuesday,4,2,28.28,52.24,4.81,2234,4.78,2,70.2,3.74,0,0,0.0,22.9,55.62,0,Good
2025-06-21 12:00:00,South,SmallBusiness,Saturday,12,6,34.72,72.13,22.45,3451,5.42,10,62.3,8.06,1,0,3.56,54.9,74.94,1,Poor
2025-06-17 18:00:00,East,Residential,Tuesday,18,6,24.75,23.89,18.46,870,5.51,1,39.8,3.36,3,1,0.0,42.7,27.27,0,Good
2025-06-24 03:00:00,South,SmallBusiness,Tuesday,3,6,11.67,89.88,19.59,4147,6.96,12,44.9,8.15,1,1,0.0,72.7,88.0,1,Poor
2025-03-12 02:00:00,South,SmallBusiness,Wednesday,2,3,16.6,63.51,21.42,3796,5.81,9,73.2,1.93,1,0,0.0,57.7,79.53,1,Good
2025-06-15 03:00:00,East,SmallBusiness,Sunday,3,6,21.58,48.54,18.76,5373,4.67,6,37.5,6.08,1,0,0.0,23.0,94.98,1,Excellent
2025-02-08 21:00:00,West,SmallBusiness,Saturday,21,2,14.24,61.93,9.98,5014,7.24,8,48.2,6.43,1,0,0.0,27.5,92.56,1,Fair
2025-05-30 22:00:00,North,Residential,Friday,22,5,16.78,52.71,21.01,1597,10.0,5,38.3,0.92,1,0,0.0,58.0,43.58,0,Good
2025-05-15 17:00:00,North,Residential,Thursday,17,5,18.43,23.66,6.64,1285,5.86,4,50.1,0.0,1,0,2.68,46.2,22.68,0,Good
2025-03-24 12:00:00,East,Residential,Monday,12,3,24.18,55.7,7.35,1887,8.84,3,8.9,2.98,0,0,1.68,46.6,31.31,0,Excellent
2025-03-19 07:00:00,East,Residential,Wednesday,7,3,22.24,68.67,9.27,2596,3.72,5,21.0,5.7,0,0,0.0,0.0,43.96,0,Excellent
2025-05-08 08:00:00,South,Residential,Thursday,8,5,14.12,69.46,14.0,1150,5.13,0,73.5,7.95,3,0,0.08,33.9,41.79,0,Fair
2025-02-03 00:00:00,East,SmallBusiness,Monday,0,2,22.24,58.78,6.49,3895,8.83,11,0.0,1.23,3,1,0.0,88.0,70.66,1,Excellent
2025-02-02 23:00:00,South,Residential,Sunday,23,2,31.29,,4.81,1655,6.89,2,28.4,4.33,0,0,0.0,57.6,43.73,0,Fair
2025-03-17 09:00:00,West,Residential,Monday,9,3,5.9,61.53,6.5,1650,5.21,4,95.3,4.06,0,0,2.11,46.5,49.16,0,Poor
2025-04-04 23:00:00,East,SmallBusiness,Friday,23,4,15.0,58.34,9.82,3353,8.0,12,76.4,5.17,3,0,0.0,70.2,64.45,1,Good
2025-05-31 10:00:00,North,Residential,Saturday,10,5,14.89,44.67,12.42,2281,4.64,3,75.4,2.1,1,0,,21.2,45.08,0,Good
2025-03-08 23:00:00,North,Residential,Saturday,23,3,18.64,49.79,7.43,1692,6.62,3,43.2,3.11,1,0,0.0,8.9,29.22,0,Excellent
2025-02-11 00:00:00,East,SmallBusiness,Tuesday,0,2,2.91,51.15,4.73,4188,8.19,16,87.3,1.23,1,0,0.0,47.6,85.79,1,Poor
2025-06-03 04:00:00,South,Residential,Tuesday,4,6,30.39,59.28,14.34,656,7.16,4,71.5,4.74,0,0,0.0,83.6,15.07,0,Fair
2025-05-21 20:00:00,North,Residential,Wednesday,20,5,19.37,67.05,22.83,600,10.0,3,33.3,7.07,3,0,0.0,44.0,19.52,0,Good
2025-01-22 15:00:00,South,SmallBusiness,Wednesday,15,1,19.39,45.78,9.51,3731,5.48,16,37.5,6.37,0,0,2.06,56.3,71.86,1,Excellent
2025-01-25 14:00:00,East,SmallBusiness,Saturday,14,1,18.46,,17.35,4854,7.75,8,19.0,4.4,0,0,0.57,75.8,80.4,1,Good
2025-02-13 18:00:00,East,SmallBusiness,Thursday,18,2,13.37,76.6,12.01,3123,8.08,11,36.8,3.07,4,0,0.0,80.7,66.32,1,Fair
